Brand,Model,Year,KM_Driven,Fuel_Type,Transmission,Owner,Engine_CC,Mileage_kmpl,Current_Market_Price,Selling_Price
Kia,Seltos,2015,23873,Diesel,Automatic,2,1920,23.6,1239850,801954
Hyundai,Venue,2016,139783,Diesel,Manual,1,2195,14.2,1302185,617097
Tata,Altroz,2012,26856,Diesel,Manual,1,1492,23.9,1203932,583082
Kia,Sonet,2019,110599,Diesel,Automatic,3,2329,19.9,1139663,629457
Honda,City,2016,146952,Petrol,Manual,3,964,12.7,1163326,677506
Mahindra,Scorpio,2019,56651,Petrol,Manual,3,1515,18.9,1774371,1396121
Honda,City,2018,96434,Diesel,Automatic,0,986,15.2,1050368,584360
Toyota,Innova,2022,109617,Petrol,Automatic,3,1226,16.5,1435585,1138252
Ford,EcoSport,2014,52441,Diesel,Manual,1,1518,23.9,1980687,1363172
Honda,Amaze,2013,128572,Diesel,Automatic,1,847,18.8,1641895,819251
Ford,EcoSport,2020,82435,Diesel,Automatic,1,2500,12.6,1081868,727588
Toyota,Innova,2021,25317,Petrol,Manual,3,1955,18.6,733206,587548
Honda,City,2016,140917,Petrol,Manual,1,1030,17.5,1459694,759801
Ford,Figo,2015,63692,Petrol,Automatic,2,1451,22.4,1391455,869961
Mahindra,XUV300,2019,24066,Diesel,Automatic,2,2168,22.2,1837244,1618352
Toyota,Innova,2023,32447,Diesel,Manual,0,1230,14.4,1544781,1393979
Maruti,Dzire,2017,31861,Diesel,Automatic,3,1673,19.8,828730,458248
Hyundai,i20,2021,125356,Diesel,Automatic,2,846,13.3,956556,563596
Ford,Figo,2023,60482,Diesel,Manual,0,1378,18.1,795303,596019
Kia,Seltos,2018,117216,Petrol,Automatic,2,1400,18.8,1438845,864556
Kia,Sonet,2014,115497,Petrol,Automatic,0,1345,15.3,1703116,989849
Tata,Nexon,2022,82542,Petrol,Automatic,1,1656,22.1,1240631,990710
Toyota,Glanza,2020,99141,Diesel,Automatic,3,1495,13.2,827558,479381
Maruti,Swift,2015,63115,Petrol,Automatic,1,2098,17.1,1728338,1274268
Ford,EcoSport,2017,130659,Diesel,Automatic,3,2159,18.5,567650,100000
Kia,Sonet,2014,82868,Diesel,Manual,3,1444,13.6,1278407,667270
Ford,Figo,2014,115958,Petrol,Manual,3,1899,24.0,739196,155665
Toyota,Glanza,2017,113531,Diesel,Manual,3,2442,15.5,1806512,1243530
Ford,EcoSport,2023,5439,Diesel,Manual,0,1641,14.4,640113,550511
Maruti,Baleno,2013,53571,Petrol,Manual,1,1116,22.9,632129,109271
Mahindra,XUV300,2015,104588,Diesel,Automatic,1,1555,19.8,1698188,1031942
Honda,City,2014,49049,Petrol,Manual,2,1654,24.7,814242,372053
Ford,Figo,2019,75649,Petrol,Automatic,2,1086,17.1,574011,163477
Honda,City,2022,47180,Diesel,Manual,3,1666,18.3,1198257,1032935
Hyundai,Venue,2020,32465,Petrol,Manual,3,1707,22.1,1989351,1755771
Kia,Sonet,2013,91905,Diesel,Manual,0,1547,19.3,1453687,889585
Hyundai,Creta,2018,44642,Diesel,Manual,2,1023,21.3,1521781,1177998
Honda,Amaze,2016,46178,Diesel,Automatic,1,999,19.9,1951430,1424239
Ford,Figo,2023,105940,Diesel,Automatic,3,2289,19.6,1790515,1524451
Kia,Seltos,2021,118116,Petrol,Manual,3,2435,15.5,500088,103924
Tata,Nexon,2019,144976,Diesel,Automatic,3,1904,17.2,593739,106225
Tata,Altroz,2023,49269,Diesel,Manual,1,2164,12.8,528058,330152
Toyota,Innova,2019,130817,Petrol,Manual,1,899,21.7,1685031,1282565
Kia,Seltos,2015,136217,Diesel,Manual,2,803,17.5,1282768,795004
Tata,Nexon,2021,46465,Petrol,Automatic,1,1324,23.9,718986,476472
Maruti,Swift,2013,79841,Diesel,Manual,1,1826,24.0,1134324,670934
Honda,City,2015,88547,Diesel,Automatic,3,1891,14.9,857810,386336
Toyota,Glanza,2013,128529,Petrol,Automatic,3,1043,24.3,1850959,1085533
Mahindra,Scorpio,2014,23850,Diesel,Automatic,3,1873,16.7,556789,282137
Maruti,Dzire,2022,16200,Diesel,Automatic,1,2494,20.7,587230,449749
Tata,Nexon,2012,133568,Petrol,Automatic,2,1077,22.3,677287,100000
Ford,Figo,2014,32727,Diesel,Automatic,2,1118,15.3,990479,608742
Toyota,Glanza,2022,138635,Diesel,Manual,3,1349,17.8,1677774,1300376
Mahindra,XUV300,2022,145266,Petrol,Automatic,3,1196,15.4,1906519,1549978
Kia,Sonet,2015,33715,Diesel,Manual,0,1472,18.2,1526238,1255518
Kia,Sonet,2022,130956,Petrol,Manual,1,2429,16.0,1801036,1467934
Maruti,Swift,2018,86580,Petrol,Manual,2,2337,15.9,1542619,1098342
Honda,City,2017,44571,Diesel,Manual,2,2165,19.4,503476,109014
Honda,Amaze,2019,84817,Diesel,Automatic,1,2028,22.7,549230,100000
Kia,Sonet,2022,75553,Diesel,Automatic,0,2170,21.5,1635371,1343616
Hyundai,Creta,2019,83262,Petrol,Automatic,0,1002,19.5,816317,383735
Toyota,Innova,2019,135100,Petrol,Manual,2,2446,20.1,1314024,754618
Tata,Altroz,2014,34068,Petrol,Automatic,2,1746,15.6,1205636,840654
Ford,Figo,2017,11018,Petrol,Manual,1,922,23.5,1990912,1792972
Mahindra,XUV300,2016,25491,Petrol,Automatic,0,2460,21.8,1407778,1039267
Kia,Seltos,2015,132444,Petrol,Automatic,2,2458,12.9,1624652,1157304
Honda,City,2016,13259,Petrol,Manual,1,1403,12.5,1889521,1582581
Mahindra,XUV300,2018,14415,Petrol,Manual,0,1589,14.2,975312,699606
Honda,City,2012,148351,Diesel,Manual,1,1616,14.1,1613164,762896
Mahindra,XUV300,2016,93355,Diesel,Manual,0,1242,17.6,727670,313692
Toyota,Glanza,2014,121772,Diesel,Manual,2,1834,12.5,1216509,620723
Ford,Figo,2020,17232,Petrol,Automatic,0,1272,17.2,1280877,1033583
Mahindra,Scorpio,2016,148979,Petrol,Manual,0,2336,15.0,1542435,996635
Maruti,Baleno,2019,135618,Diesel,Manual,2,2113,14.7,1141135,604663
Ford,EcoSport,2012,17595,Diesel,Automatic,1,1981,24.8,1117309,629082
Honda,City,2014,12640,Petrol,Automatic,2,966,19.2,736859,456599
Ford,Figo,2023,8396,Petrol,Automatic,0,1509,23.2,764886,693200
Toyota,Innova,2015,21396,Petrol,Manual,0,1590,21.6,580099,290567
Kia,Sonet,2021,145323,Petrol,Manual,0,930,14.5,563983,160377
Tata,Nexon,2023,20539,Petrol,Manual,3,1153,22.7,908200,772786
Tata,Altroz,2014,139822,Petrol,Automatic,3,2206,24.9,1164471,627031
Ford,Figo,2022,50176,Petrol,Manual,2,999,17.7,1708851,1518556
Honda,Amaze,2022,134143,Diesel,Automatic,1,1961,21.3,533432,129969
Maruti,Dzire,2015,133552,Diesel,Manual,2,1725,15.4,962881,261827
Mahindra,XUV300,2017,149772,Petrol,Automatic,3,1941,23.2,925868,320724
Mahindra,Scorpio,2016,146895,Diesel,Manual,1,1610,16.0,681146,123935
Kia,Seltos,2014,141417,Petrol,Manual,2,2278,13.5,1293732,577102
Ford,EcoSport,2021,41077,Diesel,Manual,0,2093,15.3,773773,574659
Tata,Altroz,2018,102522,Petrol,Manual,2,2090,12.7,1396578,896092
Kia,Seltos,2017,71583,Diesel,Manual,0,975,20.3,1383723,965581
Ford,Figo,2018,131457,Diesel,Automatic,1,2473,20.5,1921004,1370026
Hyundai,Venue,2019,10695,Diesel,Manual,2,1838,13.2,1491677,1289879
Hyundai,Creta,2012,36623,Petrol,Manual,2,2058,17.8,1049157,673934
Kia,Sonet,2023,79087,Petrol,Automatic,2,1531,19.9,1865386,1621208
Hyundai,Creta,2015,108514,Petrol,Manual,0,1874,14.3,1247890,709232
Hyundai,Creta,2018,100594,Petrol,Manual,2,1648,14.0,872233,464958
Toyota,Innova,2012,56893,Petrol,Manual,3,1492,15.4,1779922,1154001
Toyota,Innova,2021,126754,Petrol,Manual,1,1342,20.9,1484109,1049373
Kia,Sonet,2013,149433,Petrol,Automatic,2,1466,13.3,1518998,627656
Kia,Sonet,2017,44562,Petrol,Automatic,1,2117,19.6,1805019,1473791
Kia,Seltos,2023,82235,Petrol,Manual,3,1428,21.4,1687907,1453619
Hyundai,Creta,2017,134576,Diesel,Automatic,1,883,21.0,1337082,708298
Honda,Amaze,2013,97518,Petrol,Manual,3,2143,17.6,674918,100000
Tata,Altroz,2016,108384,Petrol,Manual,0,1608,18.3,1307184,672420
Hyundai,Creta,2018,127370,Diesel,Manual,0,1484,20.3,1001808,588707
Honda,City,2014,39531,Petrol,Automatic,1,1737,16.8,1551886,1080135
Honda,Amaze,2022,133627,Petrol,Manual,3,2271,15.5,1969723,1624472
Toyota,Glanza,2020,59184,Petrol,Manual,1,2092,24.0,548628,227805
Ford,Figo,2017,105834,Petrol,Manual,3,1345,18.6,1902493,1397745
Hyundai,Venue,2016,82264,Petrol,Manual,2,996,23.6,1976691,1530769
Mahindra,Scorpio,2012,12080,Petrol,Manual,1,828,12.1,1461296,795417
Ford,Figo,2020,141916,Diesel,Automatic,3,1043,12.7,1592895,1129953
Honda,City,2018,60843,Petrol,Manual,3,1978,23.9,1164946,805169
Ford,EcoSport,2012,19241,Diesel,Manual,1,2142,22.3,1296057,755359
Hyundai,i20,2020,60439,Diesel,Manual,1,1822,24.3,1569061,1286053
Hyundai,Creta,2021,104954,Diesel,Automatic,1,2169,24.5,1628516,1234852
Honda,Amaze,2020,41367,Diesel,Manual,0,2156,22.7,1201637,1007543
Maruti,Baleno,2020,120170,Diesel,Manual,1,1848,23.8,1005735,596770
Hyundai,i20,2016,27705,Diesel,Manual,3,1856,23.1,676060,210925
Honda,City,2012,65925,Diesel,Manual,1,1739,18.8,658430,100000
Kia,Seltos,2021,39888,Petrol,Manual,0,897,20.1,1540522,1336606
Honda,Amaze,2021,24588,Petrol,Automatic,0,2249,15.0,1797296,1648252
Toyota,Innova,2013,109717,Diesel,Automatic,0,1873,24.0,1598539,931205
Mahindra,Scorpio,2019,105895,Diesel,Automatic,0,1494,13.4,602975,248325
Mahindra,Scorpio,2017,65871,Diesel,Manual,0,1783,16.4,937804,531646
Honda,Amaze,2023,64823,Petrol,Manual,2,1934,24.4,1126204,954558
Mahindra,Scorpio,2016,93993,Diesel,Manual,0,1282,14.6,1566917,1061645
Hyundai,Creta,2020,148121,Diesel,Automatic,1,1633,14.0,1522362,1092600
Tata,Nexon,2016,71456,Petrol,Manual,2,1501,15.2,1719644,1245694
Mahindra,Scorpio,2015,9437,Diesel,Automatic,2,2052,17.1,1288419,1002765
Hyundai,Venue,2017,118541,Diesel,Manual,1,1269,23.6,1841153,1376559
Honda,Amaze,2017,10487,Petrol,Automatic,2,929,23.0,1732451,1374181
Hyundai,Venue,2015,39508,Petrol,Automatic,3,2156,24.5,1685299,1376573
Toyota,Glanza,2022,42858,Petrol,Manual,2,2087,22.8,1699285,1484893
Honda,City,2018,98771,Diesel,Manual,0,2398,12.9,1297645,881633
Ford,EcoSport,2021,81604,Diesel,Automatic,3,1788,15.0,809079,514435
Ford,EcoSport,2015,88696,Diesel,Automatic,2,1917,23.6,949500,499018
Honda,City,2012,106589,Diesel,Manual,2,1359,18.9,1929347,1089764
Toyota,Innova,2016,104527,Petrol,Automatic,2,1967,22.2,668867,131457
Mahindra,XUV300,2013,89342,Petrol,Automatic,2,2136,22.2,837451,101667
Ford,EcoSport,2016,103074,Diesel,Manual,3,1206,22.0,624673,179143
Kia,Sonet,2014,22493,Petrol,Automatic,0,2202,13.7,1362056,1079591
Honda,Amaze,2013,109396,Diesel,Manual,3,1658,17.9,1145418,679678
Ford,Figo,2019,51509,Petrol,Manual,2,1630,14.9,1764272,1484200
Maruti,Baleno,2023,45540,Petrol,Automatic,3,1075,14.1,787668,602756
Mahindra,XUV300,2020,8729,Petrol,Manual,0,1580,16.1,656549,456861
Maruti,Swift,2013,61359,Petrol,Manual,2,1809,18.9,931540,303166
Toyota,Glanza,2016,69189,Diesel,Manual,3,2346,12.1,712867,375265
Ford,EcoSport,2018,42437,Petrol,Manual,1,1493,22.3,1603968,1177256
Hyundai,Creta,2022,33718,Diesel,Automatic,0,1320,13.7,1603358,1430898
Tata,Altroz,2014,35690,Petrol,Automatic,3,1751,23.4,602285,111783
Kia,Seltos,2016,120638,Petrol,Manual,2,2359,14.9,1465238,872539
Mahindra,Scorpio,2017,7042,Diesel,Automatic,2,861,17.4,1845217,1581725
Toyota,Innova,2012,139587,Diesel,Automatic,1,1392,14.1,523055,100000
Mahindra,XUV300,2016,41459,Diesel,Automatic,3,2383,24.4,766587,406397
Ford,Figo,2019,10061,Petrol,Manual,3,1827,19.4,570542,250900
Hyundai,Creta,2022,75499,Diesel,Automatic,0,1587,15.6,933664,659273
Ford,EcoSport,2015,76589,Diesel,Manual,2,1226,14.4,1757158,1274720
Hyundai,i20,2017,73773,Petrol,Automatic,1,1102,17.1,769332,317282
Tata,Nexon,2013,71938,Petrol,Manual,0,2052,18.5,1667407,1189307
Tata,Nexon,2021,124760,Diesel,Manual,2,2444,18.7,1585993,1228101
Tata,Nexon,2022,40241,Petrol,Manual,3,1911,15.7,1412014,1236615
Hyundai,Venue,2014,51133,Diesel,Automatic,1,948,19.2,1764312,1341088
Toyota,Glanza,2019,39950,Diesel,Manual,0,1420,20.8,1818219,1511795
Hyundai,i20,2022,148616,Diesel,Manual,1,2028,22.5,815147,439621
Honda,Amaze,2021,46209,Diesel,Automatic,0,2126,23.5,1315466,1124772
Mahindra,Scorpio,2014,28012,Petrol,Automatic,2,1162,19.5,1321479,981336
Ford,EcoSport,2015,77430,Petrol,Manual,1,902,18.7,1225486,581586
Toyota,Glanza,2021,108475,Diesel,Manual,1,1675,12.6,1595091,1262605
Toyota,Glanza,2021,50687,Petrol,Manual,2,1770,24.5,1550782,1275508
Maruti,Swift,2017,28444,Diesel,Automatic,0,1482,13.7,850389,626293
Tata,Nexon,2017,128945,Petrol,Manual,3,1471,18.6,505245,100000
Ford,EcoSport,2015,87225,Diesel,Manual,1,1248,12.9,764416,158316
Mahindra,Scorpio,2022,75406,Petrol,Automatic,3,2225,22.7,744694,476216
Hyundai,Creta,2012,5522,Diesel,Automatic,3,943,22.4,559795,100000
Kia,Seltos,2016,145315,Diesel,Manual,3,2389,12.5,894681,306178
Mahindra,Scorpio,2013,26832,Diesel,Manual,1,2111,14.0,995376,550932
Mahindra,XUV300,2020,96851,Diesel,Automatic,3,2076,12.7,1831324,1485957
Mahindra,Scorpio,2016,37833,Diesel,Automatic,2,1725,16.7,1740605,1306739
Tata,Nexon,2012,29883,Diesel,Manual,0,2313,12.3,1915238,1269328
Hyundai,Creta,2020,75778,Diesel,Automatic,2,1004,17.1,1631380,1361539
Kia,Seltos,2017,140349,Petrol,Manual,0,2248,17.7,891421,314051
Maruti,Baleno,2023,96973,Diesel,Manual,2,1994,17.9,1960261,1688251
Kia,Seltos,2014,110458,Diesel,Manual,3,1541,16.0,1058648,590364
Honda,Amaze,2022,115214,Petrol,Automatic,1,1944,19.2,1034366,692053
Hyundai,i20,2015,14417,Diesel,Automatic,0,1744,22.3,1247987,950403
Maruti,Baleno,2019,12050,Petrol,Automatic,3,2459,21.2,1463376,1192052
Kia,Sonet,2018,49168,Diesel,Manual,1,1273,12.4,1898780,1467916
Maruti,Swift,2021,148474,Diesel,Manual,0,1299,18.4,677443,291531
Honda,Amaze,2012,142085,Petrol,Automatic,1,1379,16.7,1322183,715275
Toyota,Innova,2014,32756,Petrol,Automatic,0,1088,12.2,1173414,588911
Mahindra,XUV300,2019,96542,Diesel,Manual,3,1763,23.0,887949,497375
Kia,Seltos,2021,142006,Petrol,Automatic,0,2459,19.7,1390506,989898
Honda,Amaze,2016,23100,Diesel,Automatic,0,1969,14.9,982610,747644
Honda,City,2023,37900,Diesel,Automatic,3,1677,23.9,972994,829984
Honda,City,2017,39657,Petrol,Automatic,1,1429,13.7,1387540,922634
Toyota,Glanza,2016,129161,Petrol,Manual,0,1915,19.2,1233129,620270
Honda,City,2018,32052,Diesel,Automatic,1,2050,14.9,818557,411495
Ford,Figo,2021,121117,Petrol,Automatic,3,1623,14.7,1669043,1278409
Honda,City,2012,45080,Petrol,Automatic,0,1888,22.0,1017843,566751
Hyundai,Creta,2022,22687,Diesel,Manual,3,1780,12.6,1582605,1425847
Toyota,Innova,2017,98603,Petrol,Automatic,3,1193,17.7,947894,532552
Kia,Sonet,2018,112869,Petrol,Manual,0,1054,17.0,1836036,1301066
Kia,Seltos,2018,21368,Petrol,Automatic,0,1996,22.2,1804876,1503889
Maruti,Swift,2023,15779,Petrol,Manual,2,1333,21.5,507639,387245
Honda,Amaze,2017,106428,Diesel,Automatic,3,2347,16.1,513684,101140
Hyundai,Venue,2014,19742,Petrol,Manual,2,1243,16.9,1245120,671586
Honda,City,2022,58116,Diesel,Manual,0,1120,21.7,1459721,1268417
Tata,Altroz,2018,35789,Petrol,Manual,0,1323,21.4,1698960,1461979
Hyundai,Creta,2023,34979,Diesel,Automatic,1,2286,19.8,1781279,1619461
Maruti,Baleno,2012,12436,Petrol,Automatic,1,2024,20.2,1370855,864840
Toyota,Glanza,2018,109889,Diesel,Automatic,1,1709,12.8,1610894,1218055
Tata,Altroz,2021,87697,Diesel,Manual,0,980,17.5,969783,658473
Kia,Seltos,2017,52839,Diesel,Manual,3,1162,22.4,1619596,1256246
Hyundai,Creta,2021,143360,Petrol,Manual,0,1607,14.9,1848756,1475088
Tata,Nexon,2016,138781,Petrol,Automatic,1,2320,12.1,1362202,698810
Honda,City,2021,133831,Diesel,Automatic,3,1732,20.4,1817704,1462458
Kia,Seltos,2013,78947,Diesel,Manual,1,1633,23.0,1616808,875378
Toyota,Innova,2017,145023,Petrol,Automatic,3,2393,14.3,1484300,986238
Kia,Seltos,2018,120327,Petrol,Manual,0,1463,23.4,1176646,650679
Hyundai,i20,2012,36633,Diesel,Automatic,2,917,14.2,1255321,763988
Tata,Nexon,2023,10428,Petrol,Manual,2,2115,18.8,827678,714576
Honda,City,2012,51938,Diesel,Manual,1,2445,24.3,1364450,871744
Mahindra,Scorpio,2013,104206,Diesel,Automatic,2,1055,17.7,1371730,686438
Tata,Nexon,2017,70829,Petrol,Automatic,2,1490,21.3,755515,224649
Tata,Altroz,2018,115647,Petrol,Manual,2,1058,21.5,1864476,1363927
Kia,Seltos,2018,24582,Diesel,Automatic,3,1180,23.7,1768278,1411548
Kia,Seltos,2013,131504,Diesel,Automatic,3,2196,22.8,867612,169952
Maruti,Dzire,2021,58898,Petrol,Manual,0,2209,12.4,1800353,1495085
Honda,Amaze,2015,72137,Diesel,Automatic,2,1324,20.0,739824,185410
Toyota,Innova,2016,13627,Petrol,Automatic,1,2295,18.9,1081050,641794
Kia,Seltos,2017,63633,Petrol,Automatic,1,1195,21.2,1684095,1266013
Honda,City,2017,131196,Petrol,Automatic,2,2047,19.6,1946822,1331038
Kia,Seltos,2023,99019,Diesel,Automatic,2,1244,14.7,1288838,999442
Kia,Seltos,2018,15097,Diesel,Manual,0,1759,23.6,1899765,1634812
Maruti,Swift,2019,133017,Diesel,Manual,2,1309,19.5,755208,290634
Maruti,Baleno,2020,46491,Diesel,Manual,0,1681,21.9,1943586,1694799
Hyundai,Venue,2014,83883,Petrol,Manual,2,1803,14.0,1484400,898117
Honda,City,2019,35473,Diesel,Automatic,3,1559,23.7,1201451,901551
Maruti,Baleno,2017,15941,Petrol,Manual,2,1013,20.1,1969643,1640657
Honda,City,2012,105168,Diesel,Automatic,1,2373,14.0,1758819,1167999
Ford,EcoSport,2013,87205,Petrol,Automatic,1,1835,13.9,928770,483268
Maruti,Dzire,2021,137250,Petrol,Automatic,3,1192,14.3,1978749,1541585
Mahindra,XUV300,2014,8125,Diesel,Manual,3,1995,21.5,1218850,668033
Toyota,Innova,2017,122382,Petrol,Automatic,0,1015,15.6,1199207,759115
Hyundai,Creta,2014,77508,Diesel,Manual,2,1491,24.1,1795124,1299295
Toyota,Glanza,2013,85809,Diesel,Manual,2,963,23.3,1978729,1222255
Toyota,Innova,2015,128822,Diesel,Automatic,3,1074,22.0,1999386,1396852
Hyundai,Venue,2019,132388,Diesel,Manual,1,1769,17.3,964371,484555
Mahindra,XUV300,2016,9551,Diesel,Automatic,3,1237,24.8,1296961,961059
Tata,Altroz,2023,101717,Diesel,Automatic,1,1378,19.9,1756546,1467404
Hyundai,i20,2022,101788,Petrol,Manual,0,1332,22.7,847869,581356
Kia,Seltos,2016,60564,Diesel,Manual,2,1659,19.7,1466231,988568
Toyota,Innova,2019,15155,Petrol,Manual,0,2306,24.8,727834,517152
Tata,Nexon,2020,112772,Diesel,Manual,1,2280,17.7,1898430,1469021
Toyota,Innova,2012,43012,Petrol,Manual,3,1262,22.8,1604199,1108506
Mahindra,Scorpio,2018,23266,Petrol,Automatic,3,1680,18.9,930704,594064
Maruti,Dzire,2019,96971,Petrol,Manual,2,1560,14.2,1609202,1201342
Honda,City,2023,68845,Diesel,Manual,0,1342,19.1,699183,508497
Maruti,Swift,2021,63379,Petrol,Automatic,1,1044,22.4,964362,670220
Maruti,Swift,2017,133046,Petrol,Manual,0,819,21.1,799526,208226
Hyundai,Creta,2015,115093,Diesel,Automatic,3,1605,14.2,1237691,696735
Toyota,Glanza,2014,91627,Petrol,Manual,0,2107,12.4,1520078,973098
Kia,Sonet,2018,67479,Diesel,Manual,1,873,20.9,580968,169237
Kia,Sonet,2020,109146,Diesel,Manual,1,1991,20.3,1715826,1346564
Kia,Sonet,2017,27406,Diesel,Manual,1,2218,23.1,1514406,1132674
Tata,Nexon,2015,99473,Diesel,Automatic,1,982,16.4,563064,100000
Honda,Amaze,2013,100780,Diesel,Automatic,0,1832,13.6,540593,100000
Mahindra,Scorpio,2017,71249,Petrol,Manual,1,1377,14.1,1407130,947432
Hyundai,i20,2021,41214,Petrol,Automatic,1,1167,20.4,1092892,917916
Mahindra,XUV300,2020,115574,Petrol,Manual,3,2312,14.6,732534,287361
Honda,City,2019,132127,Diesel,Automatic,3,1494,12.7,1524961,1100981
Kia,Seltos,2018,6851,Diesel,Manual,3,891,18.0,1470094,1130136
Maruti,Swift,2023,93598,Diesel,Automatic,2,1587,23.8,1375932,1130820
Honda,Amaze,2022,108176,Petrol,Manual,1,2041,18.2,748795,399090
Honda,City,2016,136518,Diesel,Manual,3,2113,21.7,1882656,1262625
Mahindra,Scorpio,2023,65546,Petrol,Manual,2,1904,20.0,1803368,1624980
Hyundai,i20,2013,15927,Diesel,Automatic,1,1035,20.5,1555103,1144277
Toyota,Glanza,2021,65769,Petrol,Manual,1,1766,12.6,889368,611786
Ford,Figo,2017,18422,Diesel,Manual,1,1606,14.8,1418845,1139569
Mahindra,Scorpio,2023,81808,Diesel,Manual,3,2015,21.4,1958668,1743672
Kia,Seltos,2022,28482,Diesel,Manual,2,2062,23.6,1750395,1616208
Hyundai,Venue,2023,38741,Diesel,Automatic,3,1336,21.1,1715876,1552166
Toyota,Innova,2017,47873,Petrol,Automatic,0,1407,16.9,1372514,1013816
Hyundai,i20,2023,112908,Diesel,Manual,2,2245,19.2,531081,224667
Kia,Sonet,2015,127778,Petrol,Manual,3,2499,12.0,1344739,710823
Kia,Seltos,2012,101239,Diesel,Automatic,1,1833,21.2,651185,100000
Kia,Sonet,2015,90002,Petrol,Manual,1,2497,20.3,1754486,1217942
Honda,Amaze,2014,14929,Diesel,Manual,2,1320,22.9,1202978,888385
Ford,EcoSport,2017,38149,Diesel,Manual,1,1382,19.3,633178,334896
Honda,Amaze,2015,76900,Diesel,Manual,2,2147,14.9,889965,337065
Ford,Figo,2018,92577,Diesel,Manual,1,1499,12.5,841946,433660
Hyundai,Venue,2019,35503,Petrol,Manual,1,1890,23.6,1500300,1155538
Maruti,Swift,2018,111295,Diesel,Automatic,1,2317,15.1,1220807,682615
Kia,Sonet,2021,142223,Diesel,Automatic,1,2200,24.2,1795961,1427543
Tata,Altroz,2018,66988,Diesel,Manual,1,1625,21.9,1563758,1154787
Toyota,Innova,2018,88352,Diesel,Manual,3,1897,13.6,1795382,1324069
Honda,City,2018,116269,Diesel,Manual,1,1860,15.1,1623825,1086234
Tata,Nexon,2012,81026,Diesel,Automatic,2,2438,22.0,1640648,997284
Tata,Altroz,2018,145933,Diesel,Manual,0,2056,21.6,1425679,939668
Honda,Amaze,2020,23296,Petrol,Manual,2,1580,17.9,514200,284738
Tata,Altroz,2019,98465,Petrol,Manual,0,1747,16.5,946748,494206
Toyota,Innova,2020,107389,Petrol,Manual,1,1874,24.5,1204724,852931
Tata,Nexon,2015,99404,Petrol,Manual,2,1122,12.8,893318,320520
Tata,Altroz,2013,63966,Diesel,Automatic,2,829,12.8,1303844,849680
Kia,Sonet,2013,13764,Diesel,Manual,1,2387,22.5,1386884,911444
Toyota,Glanza,2020,30019,Petrol,Manual,0,2063,18.0,1977421,1756883
Toyota,Innova,2013,101892,Petrol,Manual,0,1648,24.1,1863100,1305532
Toyota,Innova,2016,90724,Petrol,Manual,0,1202,12.4,1017416,431193
Mahindra,Scorpio,2014,98193,Petrol,Automatic,0,927,14.6,583263,100000
Ford,Figo,2017,22498,Diesel,Automatic,1,1280,16.9,988056,624284
Kia,Seltos,2021,79556,Diesel,Automatic,1,1781,16.5,1395782,1105838
Maruti,Swift,2016,52740,Petrol,Manual,1,1617,13.2,1361125,910945
Tata,Nexon,2013,76936,Diesel,Automatic,1,2224,20.2,935410,308906
Honda,City,2021,32657,Diesel,Automatic,2,2121,12.2,698020,552046
Tata,Nexon,2019,98808,Diesel,Manual,0,990,22.9,1498721,1046249
Ford,Figo,2021,134553,Diesel,Automatic,2,2190,14.0,591189,211871
Ford,EcoSport,2019,80922,Petrol,Manual,0,1901,19.1,547934,258320
Honda,Amaze,2021,129181,Diesel,Automatic,1,2211,16.1,1984247,1554217
Tata,Nexon,2012,135988,Diesel,Manual,0,1692,13.7,1222791,403645
Mahindra,XUV300,2020,99376,Diesel,Automatic,2,2281,13.7,606034,292112
Maruti,Baleno,2023,31409,Diesel,Manual,0,1900,16.6,967008,839008
Toyota,Glanza,2013,26484,Diesel,Manual,2,832,13.9,634372,314164
Tata,Altroz,2021,73419,Diesel,Manual,0,1221,24.2,645305,396807
Maruti,Baleno,2020,108607,Diesel,Manual,2,2158,13.6,1605331,1198132
Kia,Seltos,2019,48436,Petrol,Manual,2,1561,12.5,1784531,1431051
Maruti,Dzire,2023,64647,Diesel,Manual,0,2038,23.3,631861,454383
Maruti,Baleno,2020,82746,Petrol,Automatic,3,1145,22.3,521219,108877
Tata,Nexon,2022,94809,Petrol,Manual,1,1342,20.0,942394,613006
Ford,EcoSport,2017,125307,Petrol,Automatic,0,2096,17.1,864806,325296
Honda,City,2019,32949,Diesel,Automatic,1,1709,17.4,1795447,1448767
Kia,Sonet,2018,42051,Petrol,Manual,3,818,21.2,1839029,1512461
Toyota,Innova,2014,11271,Petrol,Automatic,2,1671,15.8,1616157,1291775
Mahindra,XUV300,2021,125769,Diesel,Automatic,0,1354,17.4,1266318,931912
Kia,Sonet,2021,47954,Diesel,Automatic,0,1133,16.4,1322492,1090364
Ford,EcoSport,2016,6915,Diesel,Automatic,2,1144,19.3,1515288,1120065
Maruti,Swift,2021,110544,Diesel,Automatic,1,1291,21.8,1023091,678015
Toyota,Glanza,2017,16286,Petrol,Manual,1,1604,24.8,921074,669366
Kia,Sonet,2013,26929,Petrol,Manual,1,1434,23.2,1992084,1365634
Maruti,Baleno,2019,50803,Diesel,Automatic,2,1683,23.4,742786,465860
Hyundai,i20,2017,127183,Petrol,Automatic,1,1544,12.3,1411646,820832
Mahindra,Scorpio,2020,131209,Diesel,Manual,3,1035,13.2,1826020,1456057
Mahindra,Scorpio,2021,60994,Diesel,Automatic,1,897,13.0,1291783,1034723
